sleep time resolution: 11.04 ms.
### TRAIN ###
1332208201.247122 1332208201.939073 6620 1
1332208201.247568 1332208201.939592 6621 1
1332208201.248014 1332208201.940111 6622 1
1332208201.248460 1332208201.940611 6623 1
1332208201.248906 1332208201.940739 6624 1
1332208201.249352 1332208201.941305 6625 1
1332208201.249799 1332208201.941790 6626 1
1332208201.250246 1332208201.942307 6627 1
1332208201.250692 1332208201.943546 6628 1
1332208201.251139 1332208201.943610 6629 1
1332208201.251585 1332208201.944278 6630 1
1332208201.252032 1332208201.944465 6631 1
1332208201.252478 1332208201.944658 6632 1
1332208201.252925 1332208201.945100 6633 1
1332208201.253372 1332208201.945248 6634 1
1332208201.253819 1332208201.945780 6635 1
1332208201.254265 1332208201.945857 6636 1
1332208201.254712 1332208201.946415 6637 1
1332208201.255158 1332208201.946924 6638 1
1332208201.255605 1332208201.947410 6639 1
1332208201.256051 1332208201.947852 6640 1
1332208201.256498 1332208201.948517 6641 1
1332208201.256944 1332208201.948646 6642 1
1332208201.257390 1332208201.949260 6643 1
1332208201.257836 1332208201.949737 6644 1
1332208201.258282 1332208201.950265 6645 1
1332208201.258729 1332208201.950740 6646 1
1332208201.259175 1332208201.951183 6647 1
1332208201.259622 1332208201.951193 6648 1
1332208201.260069 1332208201.951812 6649 1
1332208201.260516 1332208201.952252 6650 1
1332208201.260962 1332208201.952834 6651 1
1332208201.261408 1332208201.952855 6652 1
1332208201.261854 1332208201.953485 6653 1
1332208201.262300 1332208201.953884 6654 1
1332208201.262747 1332208201.954302 6655 1
1332208201.263193 1332208201.954892 6656 1
1332208201.263640 1332208201.955283 6657 1
1332208201.264087 1332208201.955790 6658 1
1332208201.264533 1332208201.956242 6659 1
1332208201.264980 1332208201.956438 6660 1
1332208201.265426 1332208201.956990 6661 1
1332208201.265873 1332208201.957476 6662 1
1332208201.266319 1332208201.958717 6663 1
1332208201.266766 1332208201.959310 6664 1
1332208201.267213 1332208201.959483 6665 1
1332208201.267660 1332208201.960142 6666 1
1332208201.268106 1332208201.960181 6667 1
1332208201.268552 1332208201.960761 6668 1
1332208201.268998 1332208201.960967 6669 1
1332208201.269444 1332208201.961528 6670 1
1332208201.269891 1332208201.961794 6671 1
1332208201.270337 1332208201.962365 6672 1
1332208201.270784 1332208201.962964 6673 1
1332208201.271230 1332208201.963384 6674 1
1332208201.271676 1332208201.965430 6675 1
1332208201.272122 1332208201.966274 6676 1
1332208201.272569 1332208201.966760 6677 1
1332208201.273015 1332208201.967332 6678 1
1332208201.273461 1332208201.967939 6679 1
1332208201.273907 1332208201.968079 6680 1
1332208201.274354 1332208201.968741 6681 1
1332208201.274801 1332208201.968827 6682 1
1332208201.275248 1332208201.969448 6683 1
1332208201.275695 1332208201.969591 6684 1
1332208201.276142 1332208201.969979 6685 1
1332208201.276589 1332208201.971086 6686 1
1332208201.277035 1332208201.971096 6687 1
1332208201.277481 1332208201.971849 6688 1
1332208201.277927 1332208201.971893 6689 1
1332208201.278374 1332208201.973176 6690 1
1332208201.278821 1332208201.973437 6691 1
1332208201.279267 1332208201.973591 6692 1
1332208201.279713 1332208201.974030 6693 1
1332208201.280159 1332208201.974129 6694 1
1332208201.280607 1332208201.974362 6695 1
1332208201.281053 1332208201.974868 6696 1
1332208201.281499 1332208201.975431 6697 1
1332208201.281946 1332208201.975674 6698 1
1332208201.282392 1332208201.976245 6699 1
1332208201.282838 1332208201.976661 6700 1
1332208201.283284 1332208201.976821 6701 1
1332208201.283730 1332208201.977473 6702 1
1332208201.284176 1332208201.977938 6703 1
1332208201.284622 1332208201.978610 6704 1
1332208201.285068 1332208201.978978 6705 1
1332208201.285514 1332208201.978988 6706 1
1332208201.285961 1332208201.979797 6707 1
1332208201.286407 1332208201.979806 6708 1
1332208201.286853 1332208201.980655 6709 1
1332208201.287299 1332208201.981266 6710 1
1332208201.287751 1332208201.981276 6711 1
1332208201.288197 1332208201.981950 6712 1
1332208201.288644 1332208201.982540 6713 1
1332208201.289090 1332208201.982966 6714 1
1332208201.289537 1332208201.982975 6715 1
1332208201.289983 1332208201.987875 6716 1
1332208201.290430 1332208201.987885 6717 1
1332208201.290877 1332208201.988142 6718 1
1332208201.291324 1332208201.988240 6719 1
1332208201.291771 1332208201.988246 6720 1
1332208201.292217 1332208201.988564 6721 1
1332208201.292663 1332208201.988630 6722 1
1332208201.293109 1332208201.988895 6723 1
1332208201.293556 1332208201.989460 6724 1
1332208201.294003 1332208201.989544 6725 1
1332208201.294449 1332208201.989796 6726 1
1332208201.294895 1332208201.989983 6727 1
1332208201.295341 1332208201.990135 6728 1
1332208201.295788 1332208201.990347 6729 1
1332208201.296234 1332208201.990523 6730 1
1332208201.296681 1332208201.991117 6731 1
1332208201.297128 1332208201.991314 6732 1
1332208201.297575 1332208201.991487 6733 1
1332208201.298021 1332208201.991741 6734 1
1332208201.298468 1332208201.992262 6735 1
1332208201.298914 1332208201.992388 6736 1
1332208201.299360 1332208201.992873 6737 1
1332208201.299806 1332208201.993370 6738 1
1332208201.300252 1332208201.993597 6739 1
1332208201.300698 1332208201.994168 6740 1
1332208201.301145 1332208201.994346 6741 1
1332208201.301591 1332208201.997818 6742 1
1332208201.302037 1332208201.997987 6743 1
1332208201.302484 1332208201.998167 6744 1
1332208201.302931 1332208201.998308 6745 1
1332208201.303378 1332208201.998522 6746 1
1332208201.303824 1332208201.998672 6747 1
1332208201.304271 1332208201.998856 6748 1
1332208201.304717 1332208201.999035 6749 1
1332208201.305164 1332208202.003095 6750 1
1332208201.305610 1332208202.003219 6751 1
1332208201.306056 1332208202.003401 6752 1
1332208201.306503 1332208202.003717 6753 1
1332208201.306949 1332208202.003900 6754 1
1332208201.307396 1332208202.004032 6755 1
1332208201.307842 1332208202.004251 6756 1
1332208201.308288 1332208202.004431 6757 1
1332208201.308735 1332208202.004914 6758 1
1332208201.309181 1332208202.005083 6759 1
1332208201.309627 1332208202.005307 6760 1
1332208201.310074 1332208202.005410 6761 1
1332208201.310521 1332208202.005594 6762 1
1332208201.310968 1332208202.005778 6763 1
1332208201.311415 1332208202.005958 6764 1
1332208201.311861 1332208202.006132 6765 1
1332208201.312308 1332208202.006698 6766 1
1332208201.312754 1332208202.006867 6767 1
1332208201.313201 1332208202.007074 6768 1
1332208201.313648 1332208202.007226 6769 1
1332208201.314095 1332208202.007402 6770 1
1332208201.314542 1332208202.007852 6771 1
1332208201.314988 1332208202.008029 6772 1
1332208201.315434 1332208202.008579 6773 1
1332208201.315880 1332208202.008762 6774 1
1332208201.316326 1332208202.009233 6775 1
1332208201.316772 1332208202.009781 6776 1
1332208201.317218 1332208202.010181 6777 1
1332208201.318002 1332208202.010651 6778 1
1332208201.318448 1332208202.010818 6779 1
1332208201.318894 1332208202.011543 6780 1
1332208201.319341 1332208202.011708 6781 1
1332208201.319787 1332208202.013969 6782 1
1332208201.320233 1332208202.014467 6783 1
1332208201.320679 1332208202.014646 6784 1
1332208201.321125 1332208202.014789 6785 1
1332208201.321571 1332208202.014969 6786 1
1332208201.322018 1332208202.015147 6787 1
1332208201.322464 1332208202.015677 6788 1
1332208201.322910 1332208202.015856 6789 1
1332208201.323357 1332208202.016038 6790 1
1332208201.323803 1332208202.016557 6791 1
1332208201.324250 1332208202.016729 6792 1
1332208201.324696 1332208202.017581 6793 1
1332208201.325142 1332208202.017748 6794 1
1332208201.325589 1332208202.018324 6795 1
1332208201.326035 1332208202.018517 6796 1
1332208201.326481 1332208202.019146 6797 1
1332208201.326927 1332208202.019336 6798 1
1332208201.327373 1332208202.019872 6799 1
1332208201.327820 1332208202.020051 6800 1
1332208201.328266 1332208202.020577 6801 1
1332208201.328712 1332208202.021199 6802 1
1332208201.329158 1332208202.021337 6803 1
1332208201.329605 1332208202.021840 6804 1
1332208201.330051 1332208202.022309 6805 1
1332208201.330498 1332208202.022965 6806 1
1332208201.330945 1332208202.023132 6807 1
1332208201.331391 1332208202.023577 6808 1
1332208201.331837 1332208202.024121 6809 1
1332208201.332283 1332208202.025063 6810 1
1332208201.332729 1332208202.025263 6811 1
1332208201.333176 1332208202.025457 6812 1
1332208201.333622 1332208202.026006 6813 1
1332208201.334068 1332208202.026181 6814 1
1332208201.334514 1332208202.026717 6815 1
1332208201.334961 1332208202.027242 6816 1
1332208201.335407 1332208202.027422 6817 1
1332208201.335854 1332208202.027989 6818 1
1332208201.336300 1332208202.028435 6819 1
1332208201.336747 1332208202.028944 6820 1
1332208201.337193 1332208202.029460 6821 1
1332208201.337639 1332208202.029935 6822 1
1332208201.338085 1332208202.030109 6823 1
1332208201.338531 1332208202.031233 6824 1
1332208201.338977 1332208202.031278 6825 1
1332208201.339423 1332208202.031903 6826 1
1332208201.339869 1332208202.031913 6827 1
1332208201.340316 1332208202.032662 6828 1
1332208201.340762 1332208202.033187 6829 1
1332208201.341209 1332208202.033674 6830 1
1332208201.341656 1332208202.034310 6831 1
1332208201.342103 1332208202.034794 6832 1
1332208201.342549 1332208202.035299 6833 1
1332208201.342996 1332208202.035358 6834 1
1332208201.343443 1332208202.036024 6835 1
1332208201.343890 1332208202.036991 6836 1
1332208201.344337 1332208202.037004 6837 1
1332208201.344783 1332208202.038503 6838 1
1332208201.345229 1332208202.038677 6839 1
1332208201.345676 1332208202.038846 6840 1
1332208201.346123 1332208202.039253 6841 1
1332208201.346570 1332208202.039391 6842 1
1332208201.347019 1332208202.039572 6843 1
1332208201.347465 1332208202.040044 6844 1
1332208201.347911 1332208202.040223 6845 1
1332208201.348357 1332208202.040667 6846 1
1332208201.348803 1332208202.041118 6847 1
1332208201.349250 1332208202.041714 6848 1
1332208201.349697 1332208202.041874 6849 1
1332208201.350144 1332208202.042349 6850 1
1332208201.350591 1332208202.042888 6851 1
1332208201.351037 1332208202.043329 6852 1
1332208201.351483 1332208202.044049 6853 1
1332208201.351930 1332208202.044061 6854 1
1332208201.352377 1332208202.044785 6855 1
1332208201.352824 1332208202.045179 6856 1
1332208201.353270 1332208202.045755 6857 1
1332208201.353717 1332208202.046181 6858 1
1332208201.354163 1332208202.046203 6859 1
1332208201.354610 1332208202.046999 6860 1
1332208201.355056 1332208202.047430 6861 1
1332208201.355503 1332208202.047451 6862 1
1332208201.355950 1332208202.048109 6863 1
1332208201.356396 1332208202.048587 6864 1
1332208201.356842 1332208202.049240 6865 1
1332208201.357289 1332208202.049631 6866 1
1332208201.357736 1332208202.050215 6867 1
1332208201.358182 1332208202.050251 6868 1
1332208201.358629 1332208202.050783 6869 1
1332208201.359075 1332208202.051233 6870 1
1332208201.359521 1332208202.051898 6871 1
1332208201.359968 1332208202.051995 6872 1
1332208201.360414 1332208202.052564 6873 1
1332208201.360860 1332208202.053059 6874 1
1332208201.361306 1332208202.053212 6875 1
1332208201.361753 1332208202.053891 6876 1
1332208201.362200 1332208202.054422 6877 1
1332208201.362646 1332208202.054943 6878 1
1332208201.363093 1332208202.055359 6879 1
1332208201.363539 1332208202.055474 6880 1
1332208201.363986 1332208202.056064 6881 1
1332208201.364432 1332208202.056539 6882 1
1332208201.364878 1332208202.056960 6883 1
1332208201.365324 1332208202.057461 6884 1
1332208201.365784 1332208202.057638 6885 1
1332208201.366231 1332208202.058105 6886 1
1332208201.366678 1332208202.058620 6887 1
1332208201.367124 1332208202.059152 6888 1
1332208201.367571 1332208202.059614 6889 1
1332208201.368017 1332208202.060124 6890 1
1332208201.368463 1332208202.060637 6891 1
1332208201.368910 1332208202.060717 6892 1
1332208201.369356 1332208202.061290 6893 1
1332208201.369851 1332208202.061862 6894 1
1332208201.370296 1332208202.062321 6895 1
1332208201.370743 1332208202.062430 6896 1
1332208201.371190 1332208202.062988 6897 1
1332208201.371636 1332208202.063475 6898 1
1332208201.372082 1332208202.064020 6899 1
1332208201.372528 1332208202.065071 6900 1
1332208201.372974 1332208202.065343 6901 1
1332208201.373421 1332208202.065561 6902 1
1332208201.373867 1332208202.066088 6903 1
1332208201.374313 1332208202.066217 6904 1
1332208201.374760 1332208202.066755 6905 1
1332208201.375206 1332208202.067049 6906 1
1332208201.375652 1332208202.067453 6907 1
1332208201.376098 1332208202.067640 6908 1
1332208201.376544 1332208202.068168 6909 1
1332208201.376991 1332208202.068731 6910 1
1332208201.377438 1332208202.068894 6911 1
1332208201.377885 1332208202.069372 6912 1
1332208201.378332 1332208202.069819 6913 1
1332208201.378778 1332208202.070304 6914 1
1332208201.379224 1332208202.070784 6915 1
1332208201.379671 1332208202.071282 6916 1
1332208201.380117 1332208202.071792 6917 1
1332208201.380563 1332208202.072040 6918 1
1332208201.381009 1332208202.072459 6919 1
1332208201.381456 1332208202.073496 6920 1
1332208201.381902 1332208202.073682 6921 1
1332208201.382348 1332208202.074164 6922 1
1332208201.382794 1332208202.076187 6923 1
1332208201.383240 1332208202.076774 6924 1
1332208201.383687 1332208202.076896 6925 1
1332208201.384133 1332208202.077420 6926 1
1332208201.384579 1332208202.077638 6927 1
1332208201.385025 1332208202.078098 6928 1
1332208201.385471 1332208202.078317 6929 1
1332208201.385917 1332208202.078831 6930 1
1332208201.386364 1332208202.079412 6931 1
1332208201.386810 1332208202.079894 6932 1
1332208201.387256 1332208202.080418 6933 1
1332208201.387702 1332208202.080976 6934 1
1332208201.388149 1332208202.081453 6935 1
1332208201.388596 1332208202.081996 6936 1
1332208201.389042 1332208202.082177 6937 1
1332208201.389488 1332208202.082706 6938 1
1332208201.389934 1332208202.083253 6939 1
1332208201.390381 1332208202.083398 6940 1
1332208201.390827 1332208202.083946 6941 1
1332208201.391273 1332208202.084390 6942 1
1332208201.391719 1332208202.084850 6943 1
1332208201.392166 1332208202.085296 6944 1
1332208201.392612 1332208202.085900 6945 1
1332208201.393058 1332208202.086087 6946 1
1332208201.393504 1332208202.086579 6947 1
1332208201.393950 1332208202.087016 6948 1
1332208201.394396 1332208202.088381 6949 1
1332208201.394842 1332208202.088622 6950 1
1332208201.395288 1332208202.088815 6951 1
1332208201.395735 1332208202.089204 6952 1
1332208201.396181 1332208202.089378 6953 1
1332208201.396627 1332208202.089979 6954 1
1332208201.397074 1332208202.090187 6955 1
1332208201.397521 1332208202.090707 6956 1
1332208201.397968 1332208202.090885 6957 1
1332208201.398414 1332208202.091328 6958 1
1332208201.398860 1332208202.091890 6959 1
1332208201.399306 1332208202.092448 6960 1
1332208201.399753 1332208202.092628 6961 1
1332208201.400199 1332208202.093048 6962 1
1332208201.400645 1332208202.093653 6963 1
1332208201.401091 1332208202.094211 6964 1
1332208201.401537 1332208202.094424 6965 1
1332208201.401983 1332208202.094928 6966 1
1332208201.402430 1332208202.095489 6967 1
1332208201.402876 1332208202.095666 6968 1
1332208201.403323 1332208202.096193 6969 1
1332208201.403769 1332208202.096638 6970 1
1332208201.404216 1332208202.100168 6971 1
1332208201.404662 1332208202.100349 6972 1
1332208201.405108 1332208202.100488 6973 1
1332208201.405555 1332208202.100668 6974 1
1332208201.406001 1332208202.102873 6975 1
1332208201.406448 1332208202.102888 6976 1
1332208201.406895 1332208202.103005 6977 1
1332208201.407342 1332208202.103030 6978 1
1332208201.407788 1332208202.103043 6979 1
1332208201.408234 1332208202.103064 6980 1
1332208201.408680 1332208202.104610 6981 1
1332208201.409127 1332208202.106000 6982 1
1332208201.409573 1332208202.106049 6983 1
1332208201.410021 1332208202.106080 6984 1
1332208201.410468 1332208202.107070 6985 1
1332208201.410914 1332208202.107081 6986 1
1332208201.411361 1332208202.107214 6987 1
1332208201.411807 1332208202.107225 6988 1
1332208201.412253 1332208202.107446 6989 1
1332208201.412700 1332208202.107899 6990 1
1332208201.413146 1332208202.108511 6991 1
1332208201.413593 1332208202.108978 6992 1
1332208201.414039 1332208202.109509 6993 1
1332208201.414485 1332208202.110004 6994 1
1332208201.414931 1332208202.110518 6995 1
1332208201.415377 1332208202.111013 6996 1
1332208201.415824 1332208202.111553 6997 1
1332208201.416271 1332208202.112188 6998 1
1332208201.416718 1332208202.112690 6999 1
1332208201.417164 1332208202.112869 7000 1
1332208201.417610 1332208202.113321 7001 1
